loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,total_assets
493,1,1,0,1,8,5,143,7,4,9,2,1,22
494,5,1,0,21,54,8,29,57,33,46,27,1,163
495,2,1,1,22,51,5,439,4,25,47,30,0,106
496,5,0,1,96,300,2,567,209,160,299,76,0,744
497,2,1,0,79,245,2,7,3,40,308,105,1,456
498,3,0,0,65,152,8,192,22,20,260,94,1,396
499,1,1,1,82,244,8,398,231,132,324,122,0,809
500,2,0,0,0,4,3,551,5,2,5,2,0,14
501,2,0,0,45,122,6,75,14,63,98,54,1,229
502,0,0,1,41,140,6,301,39,9,164,57,0,269
503,4,1,0,20,67,9,456,37,39,54,12,0,142
504,4,0,1,84,189,1,568,205,15,325,93,0,638
505,4,0,1,18,69,4,538,26,3,73,10,0,112
506,4,1,1,40,156,6,75,73,79,159,30,1,341
507,0,1,1,49,122,8,478,34,10,145,32,0,221
508,2,0,1,39,109,2,142,123,41,97,45,1,306
509,1,0,1,97,377,5,508,119,37,299,134,0,589
510,1,1,1,30,87,9,72,28,28,69,38,1,163
511,2,0,0,53,187,1,297,12,40,184,53,0,289
512,0,0,1,76,288,9,135,212,130,170,97,1,609
513,3,0,1,32,94,9,428,16,15,70,24,0,125
514,4,0,1,77,256,6,73,110,143,274,76,1,603
515,3,0,1,87,182,4,67,62,0,317,103,1,482
516,2,0,0,71,188,6,252,21,134,165,40,0,360
517,4,1,1,31,103,3,165,6,44,70,28,1,148
518,4,0,1,27,102,3,307,45,55,73,38,0,211
519,2,0,1,3,10,1,127,15,5,15,6,1,41
520,3,1,0,70,209,1,411,109,42,246,57,0,454
521,3,1,0,81,238,6,523,60,7,237,77,0,381
522,1,1,1,85,202,2,223,194,65,234,48,1,541
523,4,1,1,69,276,4,28,91,134,262,77,1,564
524,3,0,1,96,279,5,421,159,65,216,96,0,536
525,0,0,1,67,167,9,299,182,94,263,43,0,582
526,0,1,0,22,47,6,280,60,44,52,32,0,188
527,1,1,1,19,46,4,444,3,20,51,10,0,84
528,2,0,1,70,236,1,259,43,122,175,108,0,448
529,2,0,0,44,132,7,287,78,59,103,50,0,290
530,5,0,1,97,315,8,517,235,7,323,115,0,680
531,4,1,1,1,7,9,355,1,1,8,4,0,14
532,5,0,1,67,236,2,82,172,69,212,89,1,542
533,2,0,1,15,40,2,465,51,15,31,9,0,106
534,2,0,1,42,97,9,216,75,76,119,51,1,321
535,4,1,1,41,147,3,83,48,1,87,49,1,185
536,2,1,0,35,138,2,333,9,2,110,34,0,155
537,1,0,0,57,149,0,247,172,20,144,36,1,372
538,5,1,1,84,260,4,543,234,98,178,113,0,623
539,3,1,1,32,129,3,483,66,3,127,49,0,245
540,3,1,1,8,29,6,490,20,1,33,11,0,65
541,1,1,1,42,139,7,109,128,13,123,45,1,309
542,0,1,0,34,75,6,76,99,69,116,30,1,314
543,3,1,0,12,24,3,325,32,18,31,10,0,91
544,0,1,0,51,106,8,407,130,26,124,76,0,356
545,3,0,1,92,202,2,345,175,130,242,102,0,649
546,4,1,1,64,218,2,587,37,35,195,47,0,314
547,5,0,0,96,367,8,19,193,51,196,51,1,491
548,1,1,0,17,46,9,347,42,21,65,17,0,145
549,2,1,1,56,222,2,588,120,26,168,48,0,362
550,2,1,0,29,101,4,120,70,59,97,35,1,261
551,0,0,0,66,181,0,491,41,9,199,99,0,348
552,5,1,0,44,159,5,591,60,12,105,37,0,214
553,2,1,1,0,4,7,341,7,2,3,1,0,13
554,3,1,1,93,225,2,19,3,184,338,94,1,619
555,5,1,1,60,219,9,519,136,66,214,87,0,503
556,4,1,1,95,320,8,87,117,143,197,54,1,511
557,5,0,1,40,120,0,386,106,2,153,42,0,303
558,1,0,1,55,117,1,115,158,9,170,74,1,411
559,2,0,1,0,2,2,585,0,0,0,2,1,2
560,4,0,0,78,252,1,422,173,139,259,49,0,620
561,4,0,0,50,201,9,461,48,16,140,62,0,266
562,1,0,1,69,149,3,89,60,9,240,59,1,368
563,1,0,1,91,276,5,300,22,42,287,66,0,417
564,5,0,0,18,58,0,107,20,19,43,20,0,102
565,3,0,1,37,137,8,529,53,40,113,27,0,233
566,2,1,0,26,56,2,595,11,39,106,15,0,171
567,5,0,1,28,108,5,141,86,25,70,20,1,201
568,4,1,0,43,95,7,595,99,82,136,55,0,372
569,4,0,0,17,40,1,526,25,0,67,9,0,101
570,1,0,0,21,69,3,153,31,21,78,34,1,164
571,0,0,0,45,172,0,401,55,23,114,70,0,262
572,2,1,1,11,24,3,327,2,3,23,13,0,41
573,3,0,0,29,107,0,243,60,22,87,24,0,193
574,0,0,0,82,172,8,111,133,53,310,104,1,600
575,5,0,1,15,55,1,283,21,18,57,23,0,119
576,2,1,0,17,72,0,589,7,11,68,26,0,112
577,3,1,0,22,83,3,384,35,24,59,16,0,134
578,5,0,0,66,202,4,278,6,118,269,34,0,427
579,1,0,0,27,106,9,145,67,28,90,26,1,211
580,4,0,1,87,260,4,69,239,70,271,121,1,701
581,1,1,0,86,219,8,494,85,119,207,105,0,516
582,0,0,1,80,189,7,192,166,92,197,72,1,527
583,3,1,1,34,129,7,257,99,40,96,21,0,256
584,4,0,1,93,315,2,219,60,13,281,122,1,476
585,0,1,1,17,54,8,399,56,2,62,20,0,140
586,3,1,1,89,243,0,441,81,40,351,135,0,607
587,5,0,0,9,35,8,208,3,18,20,9,1,50
588,5,1,1,9,25,4,347,28,20,40,14,0,102
589,1,0,0,91,283,6,356,174,91,271,125,0,661
590,4,0,1,37,103,0,139,4,76,145,25,1,250
591,5,1,1,13,37,5,50,30,19,41,12,1,102
592,5,0,0,6,19,2,193,10,5,25,10,1,50
593,4,0,0,4,15,2,551,2,11,18,8,0,39
594,2,0,0,42,122,8,192,80,12,98,27,1,217
595,4,0,1,25,51,2,561,64,24,64,27,0,179
596,3,1,1,60,143,0,364,184,84,165,66,0,499
597,5,0,1,5,10,7,62,22,13,17,10,1,62
598,0,0,0,32,91,2,403,7,60,83,26,0,176
599,1,1,1,47,165,5,458,18,27,108,59,0,212
600,3,1,1,40,94,0,96,8,82,83,43,1,216
601,0,0,1,51,103,0,528,82,67,171,58,0,378
602,5,0,1,35,97,9,409,81,8,117,22,0,228
603,4,1,1,54,172,4,228,143,23,118,72,1,356
604,2,0,1,41,157,6,323,99,67,167,45,0,378
605,4,1,1,69,242,6,299,92,70,201,68,0,431
606,4,0,1,52,124,1,322,111,33,148,65,0,357
607,0,1,0,58,128,2,85,167,76,217,74,1,534
608,4,0,1,39,122,0,279,110,72,119,20,0,321
609,4,1,0,81,176,9,546,128,13,265,122,0,528
610,3,0,0,79,236,4,149,72,61,280,89,1,502
611,1,1,0,70,246,6,366,37,116,163,58,0,374
612,5,0,0,70,172,1,80,24,4,172,62,1,262
613,2,0,1,33,78,1,289,39,67,122,27,0,255
614,1,0,0,60,192,5,545,92,29,150,40,0,311
615,3,1,0,50,170,4,101,27,14,124,64,1,229
616,0,1,0,43,142,0,466,62,84,169,66,0,381
617,5,1,0,52,148,5,222,53,47,136,57,1,293
618,3,1,1,18,66,2,534,23,28,61,30,0,142
619,3,0,0,87,251,3,288,195,121,185,45,0,546
620,2,0,0,48,103,1,270,120,9,145,71,0,345
621,2,0,0,47,173,2,560,137,75,124,56,0,392
622,4,0,1,51,189,1,355,143,69,175,39,0,426
623,3,1,1,83,274,1,157,37,4,186,52,0,279
624,5,0,1,5,18,6,563,2,12,24,6,0,44
625,3,1,1,57,186,1,442,109,45,229,80,0,463
626,3,0,0,33,130,1,498,75,53,118,36,0,282
627,5,1,1,75,186,7,252,157,61,236,66,0,520
628,2,1,1,43,122,5,118,5,43,121,43,1,212
629,0,0,0,89,219,2,119,75,6,179,98,1,358
630,1,1,1,88,296,0,368,222,72,241,47,0,582
631,2,1,0,87,289,3,308,109,52,332,117,0,610
632,5,1,0,63,135,4,42,154,23,141,73,1,391
633,4,1,1,79,177,3,517,15,78,166,108,0,367
634,1,1,0,82,296,7,176,162,24,324,75,1,585
635,0,1,0,51,197,2,581,160,37,192,40,0,429
636,2,0,0,39,153,5,538,56,48,148,27,0,279
637,3,1,0,67,271,1,106,103,65,236,53,0,457
638,1,0,1,50,192,5,478,53,43,196,58,0,350
639,5,1,1,18,71,6,499,37,37,40,11,0,125
640,3,0,0,44,175,9,416,127,26,105,45,0,303
641,0,0,1,69,198,7,456,81,50,173,54,0,358
642,0,1,0,91,198,4,443,49,18,216,135,0,418
643,3,1,0,52,191,9,431,139,32,197,43,0,411
644,3,1,0,39,82,0,533,121,0,159,34,0,314
645,4,1,0,47,111,3,170,121,75,144,48,1,388
646,5,0,1,52,209,9,434,74,18,112,75,0,279
647,0,0,0,28,93,5,320,80,0,83,36,0,199
648,0,1,1,66,141,3,512,153,45,208,64,0,470
649,4,0,1,49,137,5,159,99,0,101,68,1,268
650,0,0,1,96,323,4,404,71,121,297,49,0,538
651,1,0,1,14,38,2,91,44,14,54,7,1,119
652,4,0,0,78,288,1,121,32,120,267,88,0,507
653,5,0,0,27,64,6,496,39,37,94,42,0,212
654,4,0,0,90,300,4,307,240,166,293,89,0,788
655,3,1,0,93,201,6,76,24,66,256,84,1,430
656,0,0,1,35,82,3,124,20,56,145,41,1,262
657,5,0,1,69,205,2,142,30,71,279,71,1,451
658,5,1,0,54,173,6,148,68,35,186,68,1,357
659,0,0,1,10,24,0,338,16,5,24,15,0,60
660,3,1,0,14,53,2,410,32,8,57,16,0,113
661,4,1,1,14,45,9,341,43,10,38,14,0,105
662,2,1,0,51,199,4,48,93,95,170,61,1,419
663,5,1,0,89,196,9,219,94,164,286,105,1,649
664,4,1,1,92,347,4,217,108,151,272,67,1,598
665,3,1,0,57,221,2,75,66,105,178,48,1,397
666,2,0,1,9,31,4,126,4,8,36,14,1,62
667,4,0,1,29,112,6,485,33,31,88,42,0,194
668,4,1,0,20,83,9,73,42,13,56,14,1,125
669,1,0,0,58,198,2,176,140,100,149,55,1,444
670,1,0,1,18,53,8,20,25,23,43,21,1,112
671,4,0,0,70,226,8,357,147,4,171,88,0,410
672,1,1,1,3,16,5,568,3,5,15,3,0,26
673,1,1,1,56,136,2,45,41,93,206,55,1,395
674,0,1,0,0,0,2,172,5,1,4,0,1,10
675,4,1,1,44,92,9,313,53,59,134,30,0,276
676,5,1,1,44,125,6,469,132,86,118,35,0,371
677,1,0,0,63,228,9,441,115,85,254,79,0,533
678,4,1,1,42,163,6,589,9,14,146,59,0,228
679,0,1,1,7,33,4,383,15,7,32,4,0,58
680,0,1,1,30,71,8,480,43,26,87,28,0,184
681,3,0,0,4,8,3,238,6,8,11,3,1,28
682,1,1,0,50,123,4,421,12,87,136,36,0,271
683,3,1,1,62,149,6,167,156,91,181,32,1,460
684,2,1,0,8,22,2,251,18,2,34,9,0,63
685,2,1,0,66,145,6,503,114,33,193,66,0,406
686,0,0,0,28,81,4,61,78,2,70,18,1,168
687,1,1,1,85,304,2,408,207,45,273,93,0,618
688,4,0,1,86,206,8,466,136,154,342,130,0,762
689,1,1,1,37,112,0,164,94,57,121,51,1,323
690,5,0,0,15,40,0,217,2,2,59,16,1,79
691,3,1,1,7,20,2,447,13,2,26,6,0,47
692,1,1,0,70,244,2,296,89,14,214,58,0,375
693,0,0,0,90,251,0,483,254,20,193,124,0,591
694,3,1,0,55,191,0,35,75,106,203,71,0,455
695,5,1,1,9,24,1,589,20,10,19,5,0,54
696,2,1,1,9,19,1,574,20,13,18,9,0,60
697,0,0,1,58,236,1,94,68,58,216,45,0,387
698,2,0,1,79,282,9,120,16,14,315,100,1,445
699,2,1,1,63,248,9,548,116,86,171,44,0,417
700,0,0,1,74,176,7,488,18,78,268,59,0,423
701,1,0,0,20,46,3,209,39,0,51,29,1,119
702,4,0,1,61,236,2,599,0,114,203,67,0,384
703,4,1,1,65,155,5,166,76,46,196,66,1,384
704,5,0,1,11,40,0,295,14,5,26,15,0,60
705,1,1,0,26,64,5,22,20,20,83,21,1,144
706,3,0,0,68,186,0,391,64,74,149,39,0,326
707,3,1,1,86,264,4,79,102,155,267,97,1,621
708,0,0,0,87,255,8,231,125,34,226,54,1,439
709,5,1,0,68,215,1,331,82,71,143,100,0,396
710,0,0,1,67,183,4,30,197,94,161,45,1,497
711,5,0,0,90,289,7,83,178,133,301,57,1,669
712,0,0,1,59,194,7,378,138,23,190,55,0,406
713,1,0,1,42,144,3,594,115,63,91,24,0,293
714,4,1,0,97,224,5,267,273,99,294,54,0,720
715,5,1,0,37,137,1,408,8,18,153,52,0,231
716,3,0,0,66,209,0,133,108,19,229,63,0,419
717,4,1,0,34,84,6,2,65,37,75,41,1,218
718,4,0,0,5,23,6,436,22,6,16,4,0,48
719,2,1,1,38,82,2,23,113,10,140,41,1,304
720,4,0,0,16,38,5,370,20,29,44,22,0,115
721,3,1,0,54,207,5,309,89,110,155,49,0,403
722,4,1,0,66,239,8,49,189,0,155,94,1,438
723,5,1,1,4,12,0,19,2,11,18,6,1,37
724,1,1,0,40,159,6,91,59,21,138,26,1,244
725,4,1,0,48,184,4,455,37,6,127,26,0,196
726,1,1,0,39,119,2,54,74,56,160,35,1,325
727,3,1,1,20,85,0,577,51,13,61,31,0,156
728,1,1,0,32,83,7,12,65,61,81,30,1,237
729,0,0,0,69,156,6,446,96,39,232,80,0,447
730,3,0,0,56,193,7,13,112,81,224,63,1,480
731,2,0,0,32,126,6,557,35,25,84,19,0,163
732,2,1,0,75,180,9,204,147,5,180,46,1,378
733,0,0,0,3,9,6,256,10,0,15,5,0,30
734,2,0,1,51,107,6,93,69,24,202,52,1,347
735,0,0,0,45,141,6,581,111,61,173,24,0,369
736,2,0,1,41,119,6,419,52,26,137,57,0,272
737,2,0,1,7,22,7,158,0,1,29,11,1,41
738,4,0,0,18,72,6,557,44,15,39,21,0,119
739,2,0,1,18,73,7,129,54,31,55,22,1,162
740,3,1,0,39,156,5,238,40,8,85,57,1,190
741,1,1,0,67,141,4,528,47,130,264,90,0,531
742,5,0,1,21,58,2,39,52,25,80,24,1,181
743,5,0,1,56,163,8,76,26,75,208,28,1,337
744,5,1,0,78,297,6,249,149,2,170,70,1,391
745,3,1,1,35,124,8,287,111,31,85,41,0,268
746,0,1,0,24,81,8,561,1,35,59,38,0,133
747,0,1,0,28,67,5,109,65,49,77,35,1,226
748,4,0,0,25,99,1,228,79,22,97,16,0,214
749,4,1,0,55,193,3,391,89,22,118,30,0,259
750,2,0,0,13,33,1,284,40,13,45,17,0,115
751,5,1,0,66,197,1,159,146,30,247,49,1,472
752,1,0,1,79,314,4,455,1,127,298,47,0,473
753,3,1,1,90,274,9,388,49,163,255,112,0,579
754,1,1,1,74,257,2,84,27,12,197,79,1,315
755,4,0,0,4,13,9,569,15,10,14,2,0,41
756,1,1,1,45,184,9,145,22,0,108,40,1,170
757,0,0,0,12,52,2,93,6,15,51,18,1,90
758,3,0,1,92,243,4,114,89,134,235,56,1,514
759,2,0,0,95,196,7,95,29,137,365,108,1,639
760,3,1,1,87,207,6,515,3,108,213,64,0,388
761,5,0,0,44,102,3,458,40,43,155,29,0,267
762,5,1,1,54,142,4,157,70,78,203,46,1,397
763,0,0,1,8,29,4,554,27,8,26,12,0,73
764,3,0,0,33,100,7,24,25,9,123,24,1,181
765,0,1,0,77,312,6,549,195,103,263,106,0,667
766,3,0,1,59,239,5,372,4,111,232,50,0,397
767,3,1,1,87,206,2,559,97,165,290,111,0,663
768,4,0,0,51,151,3,284,52,17,137,50,0,256
769,5,1,0,11,45,1,46,33,16,31,16,0,96
770,3,0,0,38,125,8,335,61,70,126,42,0,299
771,2,1,0,85,224,1,65,83,148,299,72,1,602
772,1,1,0,93,197,7,556,249,0,353,62,0,664
773,5,0,1,88,197,0,140,172,10,282,76,1,540
774,0,0,1,71,230,0,316,158,59,255,41,0,513
775,3,0,1,72,254,0,161,58,29,148,51,0,286
776,5,1,0,29,105,4,381,52,17,71,15,0,155
777,2,0,0,41,91,0,185,111,81,107,22,1,321
778,1,0,1,22,80,2,384,56,35,50,23,0,164
779,1,0,0,52,176,6,427,132,0,120,47,0,299
780,2,1,0,14,48,2,484,15,24,42,14,0,95
781,3,1,1,97,201,1,565,262,36,360,127,0,785
782,3,1,0,56,198,8,491,15,108,160,56,0,339
783,4,1,0,20,82,7,566,41,19,65,28,0,153
784,0,0,0,48,141,0,461,0,73,123,45,0,241
785,2,1,1,4,18,8,272,5,5,11,3,0,24
786,4,0,0,20,83,2,301,28,29,64,33,0,154
787,1,0,1,24,52,6,520,28,24,90,20,0,162
788,4,1,0,10,40,3,298,17,18,29,13,0,77
789,2,0,0,29,84,8,244,54,11,119,15,1,199
790,5,1,1,44,142,6,261,24,62,99,58,0,243
791,4,0,1,91,352,2,247,29,177,267,138,1,611
792,4,0,0,61,131,0,204,106,109,142,94,1,451
793,2,1,0,57,205,6,230,72,58,128,88,1,346
794,2,0,1,27,103,2,314,11,3,73,36,0,123
795,4,1,0,59,221,8,51,119,50,241,48,1,458
796,4,0,1,57,194,4,131,34,92,224,53,1,403
797,1,1,1,44,181,4,103,3,88,170,29,1,290
798,2,1,0,68,199,3,368,167,50,258,91,0,566
799,3,1,1,49,101,8,99,81,43,198,46,1,368
800,1,0,0,29,103,6,365,63,8,92,39,0,202
801,2,0,0,39,125,7,44,104,70,155,41,1,370
802,0,0,0,16,51,7,255,40,29,48,17,0,134
803,4,1,1,80,266,9,1,238,136,307,99,1,780
804,2,1,1,6,18,2,426,21,0,23,6,0,50
805,2,0,0,82,228,2,389,58,25,186,119,0,388
806,0,1,0,83,336,1,365,86,128,176,45,0,435
807,3,1,1,31,124,7,308,37,62,123,45,0,267
808,3,1,0,56,125,9,35,45,30,150,80,1,305
809,3,1,0,42,102,8,377,2,20,118,50,0,190
810,1,1,0,24,82,0,191,18,18,50,26,0,112
811,2,1,1,94,278,9,463,231,118,272,103,0,724
812,5,1,1,50,178,3,509,25,69,137,55,0,286
813,5,1,1,95,359,7,244,36,150,310,52,1,548
814,1,0,1,0,5,6,324,7,0,3,0,0,10
815,3,0,0,63,165,4,88,96,8,146,72,1,322
816,4,0,1,70,228,6,344,134,35,180,42,0,391
817,0,1,0,50,181,6,300,74,97,162,36,0,369
818,2,1,0,63,138,0,409,11,127,206,40,0,384
819,5,0,1,21,53,3,342,27,19,83,25,0,154
820,0,1,1,31,101,1,123,75,47,113,32,0,267
821,0,1,1,18,56,5,600,39,24,68,30,0,161
822,2,0,1,81,192,1,115,24,94,214,86,1,418
823,4,0,1,36,140,1,345,14,11,106,46,0,177
824,0,1,0,55,153,7,442,8,58,111,68,0,245
825,4,1,0,71,195,3,424,56,60,287,103,0,506
826,1,0,0,14,51,5,407,7,17,59,8,0,91
827,5,1,1,6,22,1,480,6,9,14,4,0,33
828,4,1,0,61,216,4,238,97,54,190,78,1,419
829,2,0,0,86,174,6,406,230,43,300,92,0,665
830,0,0,0,71,142,7,511,11,124,158,96,0,389
831,2,0,1,36,88,6,549,64,24,92,25,0,205
832,3,0,0,60,164,4,580,159,82,198,91,0,530
833,5,1,1,33,92,1,364,96,5,75,52,0,228
834,5,0,1,12,47,0,165,1,26,50,15,0,92
835,3,1,1,33,117,0,486,7,64,104,17,0,192
836,1,0,1,4,17,4,26,5,10,21,7,1,43
837,0,1,0,39,105,7,99,60,76,124,53,1,313
838,2,1,1,52,112,2,541,69,1,108,66,0,244
839,2,1,1,18,64,6,338,50,2,46,23,0,121
840,4,0,1,33,86,1,178,41,39,110,38,1,228
841,0,0,1,81,297,1,300,147,125,245,120,0,637
842,0,0,1,65,153,7,468,4,18,257,38,0,317
843,0,1,0,17,62,4,223,25,11,59,11,1,106
844,2,0,1,63,206,6,27,83,1,225,47,1,356
845,1,0,1,4,15,3,499,11,7,19,8,0,45
846,5,0,0,68,227,8,503,188,63,275,41,0,567
847,2,0,0,75,151,8,224,130,51,207,66,1,454
848,1,0,0,24,63,2,206,24,19,93,21,1,157
849,1,0,0,90,185,0,51,225,22,312,129,1,688
850,2,0,1,16,39,3,348,13,31,59,16,0,119
851,1,1,0,47,182,1,312,62,59,161,29,0,311
852,1,0,0,55,121,6,96,55,75,173,56,1,359
853,3,1,0,1,5,0,158,6,0,8,2,1,16
854,3,0,1,15,31,2,188,2,5,42,16,1,65
855,4,0,0,68,186,2,175,14,61,144,52,1,271
856,1,1,0,20,67,8,117,21,39,62,19,1,141
857,2,1,0,66,184,3,481,177,9,234,54,0,474
858,1,1,1,22,59,5,37,35,21,91,23,1,170
859,0,1,1,4,15,5,211,4,2,19,4,1,29
860,4,0,0,60,170,2,537,127,37,244,46,0,454
861,1,1,0,74,243,5,510,14,105,300,52,0,471
862,2,1,0,46,103,3,288,38,52,147,45,0,282
863,5,0,0,40,89,5,570,33,24,120,57,0,234
864,0,1,1,70,204,4,433,157,120,189,99,0,565
865,5,1,1,62,200,7,48,101,109,201,69,1,480
866,0,1,1,87,227,5,441,57,112,268,71,0,508
867,3,1,0,49,142,5,6,8,88,113,29,1,238
868,2,0,1,61,192,8,128,160,72,196,65,1,493
869,3,0,0,64,218,1,155,39,30,248,74,0,391
870,1,1,1,46,144,0,56,72,88,131,55,0,346
871,0,0,0,0,1,1,294,6,0,1,1,0,8
872,0,1,1,73,255,8,544,92,6,183,65,0,346
873,4,0,0,88,344,1,471,49,95,338,77,0,559
874,2,0,0,52,122,1,322,145,29,115,54,0,343
875,1,1,1,15,42,9,180,3,6,51,19,1,79
876,4,0,0,41,112,9,37,112,60,167,52,1,391
877,1,0,0,50,109,2,398,142,76,185,27,0,430
878,4,1,0,42,167,8,2,11,21,137,57,1,226
879,1,1,1,37,75,6,49,113,5,115,36,1,269
880,0,0,0,9,30,4,182,29,3,26,16,1,74
881,2,0,0,23,79,4,129,16,41,56,22,1,135
882,4,0,0,3,10,3,171,6,3,12,7,1,28
883,0,0,1,88,321,4,595,169,58,204,95,0,526
884,1,1,1,49,200,8,457,119,34,131,32,0,316
885,2,0,0,50,132,0,477,71,52,152,61,0,336
886,5,1,1,42,86,1,461,82,10,139,30,0,261
887,1,0,0,17,39,5,521,53,15,47,27,0,142
888,4,1,1,90,262,2,362,11,4,266,53,0,334
889,2,1,1,46,162,4,50,21,65,111,29,1,226
890,4,1,0,47,104,9,21,13,4,108,65,1,190
891,3,0,1,46,98,1,68,92,51,162,35,1,340
892,4,0,0,91,246,6,155,270,47,348,138,1,803
893,5,1,1,73,243,3,444,17,36,164,93,0,310
894,1,0,0,57,165,1,506,113,97,225,71,0,506
895,0,0,0,92,276,2,156,215,182,352,78,1,827
896,5,0,0,51,131,3,419,17,2,111,53,0,183
897,4,0,0,35,87,8,368,79,16,131,31,0,257
898,0,0,1,23,55,8,194,52,44,82,23,1,201
899,4,1,0,26,105,0,541,8,26,68,41,0,143
900,0,0,1,52,211,3,421,83,64,164,74,0,385
901,5,0,0,29,91,4,114,3,53,77,28,1,161
902,5,1,0,46,152,4,512,96,15,175,35,0,321
903,1,1,0,86,172,9,532,19,36,237,74,0,366
904,2,0,0,39,146,5,271,0,52,127,34,0,213
905,5,1,0,95,364,6,159,276,178,225,56,1,735
906,2,0,1,62,238,2,292,26,63,199,60,0,348
907,5,0,0,32,128,9,227,10,45,83,40,1,178
908,4,1,0,33,99,5,33,77,64,78,34,1,253
909,3,1,0,30,97,8,232,34,1,95,21,1,151
910,2,0,1,47,128,8,454,83,33,162,72,0,350
911,0,0,1,11,45,1,535,6,1,30,8,1,45
912,4,0,0,23,51,4,292,35,15,96,29,0,175
913,0,0,0,73,270,9,253,117,28,259,61,0,465
914,2,0,0,5,17,3,506,20,11,19,4,0,54
915,4,0,1,80,282,0,78,69,112,261,115,0,557
916,1,1,0,67,259,1,234,146,119,146,94,0,505
917,1,1,1,13,56,7,100,43,24,45,15,1,127
918,3,0,0,61,180,8,243,19,94,174,35,1,322
919,0,1,1,86,253,4,415,253,25,346,86,0,710
920,4,0,1,87,204,2,384,12,92,201,67,0,372
921,3,1,1,19,58,3,46,56,6,42,29,1,133
922,1,0,1,90,289,2,369,100,129,231,117,0,577
923,2,1,0,34,77,5,266,106,30,86,27,0,249
924,0,1,1,84,233,0,61,258,53,244,75,1,630
925,5,0,0,28,77,2,33,33,4,79,22,1,138
926,3,1,1,50,160,3,35,96,70,133,73,1,372
927,3,0,1,70,201,4,258,1,132,269,106,0,508
928,1,1,1,38,153,5,136,105,28,145,32,1,310
929,1,1,0,22,49,0,71,62,31,82,14,1,189
930,2,1,1,53,181,4,215,69,44,182,41,1,336
931,0,1,1,88,240,4,299,130,34,266,64,0,494
932,0,1,1,77,237,9,428,187,156,215,74,0,632
933,2,1,1,60,213,9,379,187,25,242,91,0,545
934,3,0,1,77,289,1,99,233,55,299,69,0,656
935,3,1,0,10,42,2,519,15,11,41,9,0,76
936,1,0,0,45,114,2,8,119,11,148,37,1,315
937,5,0,1,57,153,0,430,127,47,156,59,0,389
938,4,1,1,12,48,6,12,41,10,29,14,1,94
939,3,1,1,45,125,7,440,23,86,114,61,0,284
940,5,0,1,74,197,4,222,216,14,201,43,1,474
941,4,0,0,70,166,1,402,160,71,217,96,0,544
942,4,1,1,12,40,7,147,37,12,50,10,1,109
943,5,0,0,12,26,1,529,9,6,51,16,0,82
944,2,0,0,77,182,8,427,203,124,193,71,0,591
945,5,1,1,74,184,6,209,86,85,219,37,1,427
946,3,0,1,94,339,0,445,26,20,327,67,0,440
947,1,1,0,21,63,8,213,47,9,87,16,1,159
948,2,1,0,79,182,2,72,192,102,307,79,1,680
949,2,0,1,1,4,1,111,7,0,9,1,1,17
950,4,0,0,45,105,9,195,114,68,167,45,1,394
951,5,1,0,9,22,1,527,25,10,38,6,0,79
952,4,1,0,84,248,2,520,145,50,257,83,0,535
953,5,0,1,85,278,4,360,255,8,256,101,0,620
954,0,1,0,20,83,1,263,10,10,41,28,0,89
955,1,1,1,3,11,4,583,10,0,14,3,0,27
956,0,1,1,89,217,5,87,253,156,314,70,1,793
957,1,0,0,20,84,5,313,6,18,54,24,0,102
958,0,1,1,20,77,6,35,29,37,66,29,1,161
959,1,0,1,94,342,0,495,96,9,317,93,0,515
960,1,0,1,63,136,3,69,97,3,169,83,1,352
961,4,0,1,22,71,8,588,28,16,73,32,0,149
962,4,1,0,53,120,2,442,130,27,195,43,0,395
963,0,0,0,48,141,1,574,31,93,138,39,0,301
964,1,0,0,25,78,7,391,21,36,78,21,0,156
965,3,1,1,83,300,5,462,128,37,197,42,0,404
966,1,0,0,42,104,8,24,23,33,124,54,1,234
967,4,1,0,3,15,9,477,10,3,10,2,0,25
968,0,0,0,81,211,0,362,62,123,242,102,0,529
969,2,1,1,58,127,5,162,22,25,143,56,1,246
970,3,1,1,38,101,6,309,22,69,114,46,0,251
971,5,0,1,42,114,9,290,10,27,152,23,0,212
972,3,0,1,42,155,8,479,73,54,146,36,0,309
973,2,0,1,17,47,6,341,11,9,52,24,0,96
974,0,0,1,48,181,5,452,147,40,102,65,0,354
975,0,0,0,78,234,4,5,223,116,169,120,1,628
976,4,1,0,80,204,4,246,109,70,247,106,1,532
977,2,0,0,68,239,3,533,138,41,258,91,0,528
978,2,1,0,22,85,8,121,33,15,64,14,1,126
979,5,0,0,64,185,1,339,33,11,248,43,0,335
980,3,0,0,30,66,9,435,16,37,89,31,0,173
981,0,1,1,24,51,0,77,2,49,58,27,1,136
982,3,1,0,67,153,9,10,46,36,201,48,1,331
983,4,0,0,46,137,0,395,114,17,151,46,0,328
984,1,1,1,1,9,1,55,8,3,5,2,0,18
985,1,1,1,41,138,5,225,22,11,138,55,1,226
986,5,1,0,5,21,9,30,14,7,22,5,1,48
987,5,0,0,92,255,6,325,272,154,305,111,0,842
988,3,1,1,6,26,4,344,7,5,26,4,0,42
